Title;EID;DOI;DocumentType;Year;Category
Deep learning algorithms for human activity recognition using mobile and wearable sensor networks: State of the art and research challenges;2-s2.0-85045128740;10.1016/j.eswa.2018.03.056;Review;2018;sports traumatology
