Title;EID;DOI;DocumentType;Year;Category
3D assessment of intervertebral disc degeneration in zebrafish identifies changes in bone density that prime disc disease;2-s2.0-85114136715;10.1038/s41413-021-00156-y;Article;2021;intensive care medicine
