Title;EID;DOI;DocumentType;Year;Category
An Eigenvalues-Based Covariance Matrix Bootstrap Model Integrated With Support Vector Machines for Multichannel EEG Signals Analysis;2-s2.0-85124882954;10.3389/fninf.2021.808339;Article;2022;vocational rehab
