Title;EID;DOI;DocumentType;Year;Category
Ecology of domestic dogs (Canis familiaris) as a host for Guinea worm (Dracunculus medinensis) infection in Ethiopia;2-s2.0-85088109803;10.1111/tbed.13711;Article;2021;helminthology
